Gene	WGD_Estimate	WGD_Zvalue	WGD_Pvalue	WGD_FDR
CNBD1	0.440242225071286	2.26493014170486	0.0235169667596785	0.257524889526599
DOCK8	-0.412910406426933	-2.26199643207966	0.0236976237379149	0.257524889526599
MBD6	-0.531977686743151	-2.26109844016794	0.0237531619585571	0.257524889526599
RDH5	-1.28931552979205	-2.25114507633138	0.0243763502357184	0.257524889526599
RAC1	-0.63714232610784	-2.24906246424002	0.0245085222339184	0.257524889526599
FGFR2	-0.412678847809276	-2.24878497187417	0.0245261799549141	0.257524889526599
DNMT3A	-0.452963428236167	-2.2246808558499	0.0261026703388737	0.266243235850937
MTOR	-0.334515403127812	-2.2149420967502	0.026764039160237	0.266243235850937
ZFHX3	-0.294140911260816	-2.21352838835235	0.0268612382860639	0.266243235850937
CBFB	-0.781387219122989	-2.21083981096021	0.0270469318959682	0.266243235850937
XPO4	-0.559867319169882	-2.19082058662023	0.0284647782611539	0.270785288851028
MAX	-0.890156662590661	-2.18730448363458	0.0287203036459964	0.270785288851028
KLHL6	-0.519486688466329	-2.18624342811693	0.0287978005603474	0.270785288851028
CD79A	-1.08467483463559	-2.17952381171538	0.0292927777254722	0.27138897010364
GATA3	-0.324650603194925	-2.16467152883357	0.0304128489292947	0.277682533702256
PIK3CB	0.466248176332333	2.15318650773737	0.0313040236177015	0.280400517961345
DOCK2	0.272658781998991	2.14942540605798	0.0316006932940563	0.280400517961345
PRRG1	-0.958626839253346	-2.13927007990085	0.0324138014055469	0.283620762298536
HSPA4L	-0.620521980372168	-2.095944159074	0.0360871448004741	0.308380373185059
KRAS	-0.219309212923173	-2.09442141739021	0.0362224565328482	0.308380373185059
ADAM30	-0.466426876445128	-2.07371717182452	0.0381055854811429	0.311322633152769
EPHA2	-0.382824295166172	-2.07000201956224	0.0384521553329778	0.311322633152769
UBR4	-0.264429669435105	-2.06868593400526	0.0385755680004293	0.311322633152769
RASA1	-0.382317253527831	-2.0683087045395	0.0386110037700638	0.311322633152769
RUNX1	-0.477678951348315	-2.06377694603796	0.0390388698715377	0.311322633152769
SMC1A	-0.454201334470303	-2.04738233918689	0.0406205590329552	0.319886902384522
CPED1	0.343455251623815	2.01153160727516	0.0442693352373443	0.340979537584797
KDM6A	-0.29287943031862	-2.01047004401145	0.0443814636221481	0.340979537584797
NSD1	-0.286144222725234	-1.99336091117589	0.0462219409318573	0.346704806486407
ABL1	-0.452902509398535	-1.98918398885988	0.0466808985102814	0.346704806486407
CD79B	1.12535506632942	1.98830803563016	0.0467776326211818	0.346704806486407
COL11A1	0.203129990425676	1.98186165812805	0.0474947262661186	0.347926483112264
CLMN	-0.441826935457582	-1.97102385397746	0.0487211474153534	0.3528083088698
RFX7	-0.442305355093336	-1.96227759608331	0.0497301741026806	0.35542086081218
KLKB1	-0.48629085640474	-1.95816846122082	0.050210248590927	0.35542086081218
ELMSAN1	-0.500884996544358	-1.94467099169184	0.0518145890027729	0.362702123019411
COL7A1	-0.256105544565092	-1.93602679118078	0.0528644197735229	0.365152510836849
EEF1A1	-0.472551047665693	-1.92897828825051	0.0537335576710513	0.365152510836849
HUWE1	-0.224950001329403	-1.92761151202217	0.0539034658854397	0.365152510836849
CPEB2	-0.613705113367669	-1.91420441499857	0.0555940418637933	0.369484129495939
CUBN	0.203517696639765	1.91325152029579	0.0557158607970067	0.369484129495939
GPS2	-0.633127225025132	-1.90469945387751	0.056819150041421	0.372875672146825
SLC3A2	0.609895136794614	1.88890128054737	0.0589050578647276	0.382579241801839
METTL14	-0.657015294121796	-1.87259513252921	0.061124313995456	0.390508160328481
H2AFY2	-0.721057772496433	-1.87085221392904	0.0613655680516185	0.390508160328481
UBR5	-0.266552948457473	-1.86378212920724	0.0623523063535891	0.392819530027611
CLCN2	0.432246790034068	1.85073825913124	0.0642072171277222	0.399366536457507
PAX6	0.507744319282624	1.84760611811044	0.0646593439978821	0.399366536457507
TG	0.215887743664022	1.81817014206223	0.0690381320200356	0.422272069637111
SLX4	-0.321837115981582	-1.80868052076316	0.0705006509220824	0.427071250777999
WRN	0.361418564176155	1.80300489666283	0.0713874456633965	0.428324673980379
TMEM63A	-0.549705772395745	-1.77571282682008	0.075780262140385	0.44938785679632
NIPBL	-0.244505125968386	-1.77242156757482	0.0763246042495337	0.44938785679632
WDR47	-0.461859440000872	-1.76412468792638	0.077710988803835	0.453314101355704
SMARCA4	-0.240516468114209	-1.75224333855088	0.079731974431022	0.457948387353707
DDX17	-0.500399350188879	-1.74397390770453	0.0811636397296879	0.457948387353707
DICER1	0.313968274419047	1.73646822992849	0.0824810771418294	0.457948387353707
ASXL1	-0.296546764091857	-1.73585151808197	0.082590092090497	0.457948387353707
PTCH1	-0.322766377704683	-1.73521380567815	0.0827029420647621	0.457948387353707
MAP3K4	-0.314216833941389	-1.73428881504573	0.0828668510449565	0.457948387353707
BRSK1	-0.430299364602272	-1.71742134296907	0.0859022147776238	0.467149698086926
MYH9	-0.263443052038298	-1.7168046829139	0.0860148650445768	0.467149698086926
HPS3	-0.419825014951897	-1.70855987236007	0.0875325070372081	0.471328884046505
ARHGEF40	-0.376613764135665	-1.69788874805558	0.0895287613315852	0.474462511374372
CDH11	0.27024452579291	1.69740193711417	0.089620696592937	0.474462511374372
CYSLTR2	0.523479424228913	1.6678107389687	0.0953533033886087	0.500604842790196
SCAF4	-0.312966146712647	-1.66051355695387	0.0968111829052122	0.504058225043667
IGLL5	0.646519085110061	1.64320363706967	0.100340807636993	0.517570176015862
NID2	-0.268035206986518	-1.6326868190102	0.102534881030978	0.517570176015862
ME3	-0.415236013204719	-1.63019736253017	0.103059791185223	0.517570176015862
ERBB3	-0.25925052446219	-1.62493323657144	0.104176785322242	0.517570176015862
CDKN1A	-0.420273894182339	-1.62443627425521	0.104282730586703	0.517570176015862
AHR	-0.394374995511722	-1.61603055844234	0.106087706411849	0.517570176015862
TSC1	-0.332048251333282	-1.61337625344372	0.106662789023686	0.517570176015862
B2M	-0.405392754119642	-1.61085982519399	0.107210278147747	0.517570176015862
FOXA1	-0.37756484934914	-1.60454879124068	0.108593138714978	0.517570176015862
VEPH1	0.366030708233382	1.60419499059478	0.108671078588776	0.517570176015862
SF3B1	-0.281243917664553	-1.60170811172878	0.109220170558556	0.517570176015862
ALYREF	0.72109475891739	1.6015063489591	0.109264814936682	0.517570176015862
NLK	-0.495037078608953	-1.59698913007855	0.110268130238211	0.518424791418452
SLC9C1	-0.285348395027281	-1.59114958533076	0.111575915567232	0.520687605980415
TTPA	0.515181877643765	1.58618876525048	0.112696495559505	0.522049942665355
STAG2	-0.260763918620231	-1.57915238813306	0.114301107744821	0.523326607589783
AP1S1	-0.851323489077297	-1.57504570212438	0.115245895827946	0.523326607589783
PLXNB2	-0.248084574736642	-1.57067260982059	0.116258714531481	0.523326607589783
SOX17	-0.465201162672873	-1.57051734803466	0.116294801686618	0.523326607589783
NCOR2	-0.235894048701707	-1.55734369533554	0.119388906386936	0.533439794494819
C1orf222	0.845743624479807	1.5490531448447	0.121368945101681	0.538467855028587
TAF1D	0.678093460645506	1.54379568437618	0.122637837159528	0.540292569304215
RAB3GAP1	0.349836450050665	1.52574036163902	0.127074538444709	0.555951105695603
STAT3	-0.376260607675547	-1.51804923174081	0.129001988103587	0.558497434185612
FAM133A	-0.50513641997657	-1.51635518656881	0.129429564112856	0.558497434185612
TBC1D24	-0.923232721547393	-1.4984497191866	0.134016446944007	0.574234449903838
GTF2I	-0.39516545621487	-1.49505717335088	0.134899521564711	0.574234449903838
IDH1	0.23833155221283	1.49036095529837	0.136129353000266	0.575580485840053
CHD3	0.269750280379918	1.47162140634529	0.141123141683748	0.591216974313265
FBXW7	-0.185100394023012	-1.46947356819574	0.14170438590683	0.591216974313265
TCEB1	0.824025960799797	1.46273477261591	0.143539967387759	0.594935391146632
TNFAIP3	-0.387190206618931	-1.45749035174483	0.144981072729759	0.596980887710774
AMER1	-0.230196259442851	-1.45000558825335	0.147056960878951	0.59828080006255
ABCC3	-0.276525747329382	-1.44950691774386	0.147196069856659	0.59828080006255
CDK4	-0.558562186417073	-1.43511573136881	0.151254121439334	0.607052757473755
LCP2	0.368212101526	1.431238481002	0.152361878420034	0.607052757473755
MEN1	-0.382382153052426	-1.42741890241053	0.153459185563532	0.607052757473755
PTPN11	-0.391880274038691	-1.42265404131507	0.15483646968898	0.607052757473755
XIRP2	0.132203966529239	1.42162159285499	0.155136132869813	0.607052757473755
ZBTB7B	-0.343391829301994	-1.41959523474127	0.155725553526728	0.607052757473755
XYLT2	-0.417925613387262	-1.41410690864274	0.157330514982281	0.607052757473755
ZCRB1	-0.65058038340702	-1.40573500526251	0.159802828214344	0.607052757473755
DNAH7	-0.146732701444864	-1.40503909671668	0.160009652699854	0.607052757473755
BRCA1	-0.23381905687787	-1.4023144016643	0.160821381693549	0.607052757473755
GPR160	-0.644948666926283	-1.39895920234292	0.161825217583642	0.607052757473755
ARIH2OS	-0.725246956708146	-1.39536289981488	0.162906433116035	0.607052757473755
CTAGE1	0.279000648717371	1.39371931788008	0.16340238035463	0.607052757473755
STAMBPL1	-0.522075984230927	-1.39000315381867	0.16452791966381	0.607052757473755
IPO11	-0.390373030573583	-1.38966935464358	0.164629304728051	0.607052757473755
SUGP2	-0.350416458736914	-1.38712365734739	0.16540405933815	0.607052757473755
IDE	0.369365294609305	1.3845846237155	0.166179515826329	0.607052757473755
EP300	-0.187119805272075	-1.38288994342222	0.166698614353904	0.607052757473755
AMPD1	-0.264461582005567	-1.3744128861014	0.169313537893573	0.609329739160506
FLNB	0.214365650561361	1.37366454355256	0.169545849197454	0.609329739160506
GRM8	0.188592114610911	1.37125070917066	0.170296815428756	0.609329739160506
MKI67	-0.179286563381047	-1.36838166283774	0.171192641002237	0.609329739160506
IGSF9	0.285856494731497	1.3624387332123	0.173059466940707	0.611511829312668
ASXL2	-0.235979198702011	-1.35894947325559	0.174162600174263	0.611511829312668
CNTLN	-0.241729473508966	-1.35658047764518	0.174914548293767	0.611511829312668
RRAS2	-0.68696498008997	-1.35346230461956	0.175907984691387	0.611511829312668
NES	0.224256046034041	1.35111382685846	0.176658972912549	0.611511829312668
FRYL	0.210932032472874	1.34429422262672	0.178853263061485	0.615724348244455
RBM26	0.319943040446775	1.33543994320611	0.181732399028358	0.61907072170171
GIGYF2	-0.277287630722225	-1.33399673309771	0.182204927190474	0.61907072170171
C12orf65	0.81879116225407	1.33226458372168	0.182773260692886	0.61907072170171
CDKN2A	0.15543111670563	1.31915092346868	0.187118661523029	0.630399768767423
CUL1	-0.282709486209749	-1.3103602889948	0.190073980918858	0.636950042440854
GNAQ	-0.438947671924422	-1.30583047485309	0.191610214050408	0.638700713501359
PZP	0.201098413773324	1.28048985107994	0.200372911807207	0.662252195583689
ATP6V1B1	-0.365370290014433	-1.27933802830136	0.200778046597595	0.662252195583689
FAHD2B	-0.474419941955789	-1.26915153218445	0.204387023757405	0.67005219994071
OR10A4	0.338459750007273	1.26521367464714	0.20579474177586	0.67005219994071
MTFR2	-0.650121135315809	-1.2621869091917	0.206881538086858	0.67005219994071
PPP2R5A	0.45465066687494	1.25973084026488	0.207766476017178	0.67005219994071
NOTCH1	-0.159952068884545	-1.25498355924873	0.20948472831013	0.67005219994071
ZNF124	-0.539584494467966	-1.23711181694938	0.216045573300875	0.67005219994071
STAG1	-0.2307334391141	-1.23572359341754	0.216561324508303	0.67005219994071
C3orf70	0.420182383364094	1.23537516689733	0.216690910524281	0.67005219994071
CR2	-0.199287331760043	-1.23367038641444	0.217325753128098	0.67005219994071
ALB	-0.243964761343189	-1.23187111390233	0.217997233347697	0.67005219994071
ADAM28	-0.249908954291519	-1.23115139830276	0.218266245029363	0.67005219994071
SETDB1	0.242041310579568	1.22731530626351	0.219704104880781	0.67005219994071
CNGA3	0.240863260571284	1.22570638482851	0.220309186642338	0.67005219994071
CCND1	-0.451111225626153	-1.22272324450041	0.221434244454678	0.67005219994071
C3	-0.182666857264122	-1.22270534449762	0.22144100764279	0.67005219994071
DIAPH2	0.232527809465126	1.22116935424593	0.222021904851612	0.67005219994071
ATM	-0.141579935047296	-1.21280269390297	0.225205265227063	0.67005219994071
USP9X	-0.184602291213467	-1.21149973854187	0.225703934807533	0.67005219994071
ECSIT	-0.438157131723139	-1.21094206918814	0.225917607815253	0.67005219994071
NFE2L2	-0.181322429355939	-1.20990220018202	0.226316422884877	0.67005219994071
SKIV2L	-0.294583397975316	-1.2095381194884	0.226456175349273	0.67005219994071
MSH3	-0.323137258508293	-1.20931602116208	0.226541458075192	0.67005219994071
BRWD3	0.170111415519765	1.19582988579808	0.231762950791204	0.676182293194458
GPSM2	-0.369800805901461	-1.1948377860918	0.232150413956845	0.676182293194458
ATP10D	0.192360968939842	1.19347802323259	0.232682214087683	0.676182293194458
CD4	-0.380820007581065	-1.19030899047513	0.233924968448533	0.676182293194458
SLC27A5	-0.318100812272502	-1.19016756283132	0.233980539549828	0.676182293194458
NRAS	-0.187609958658545	-1.18103899023639	0.237587234516346	0.682038388635442
BAP1	0.210751088445364	1.17956785104527	0.238172135713964	0.682038388635442
CDC25C	-0.381426070283355	-1.16784069731036	0.242871028644255	0.689078730907209
FN1	-0.16843325918158	-1.1665054466172	0.243410147750404	0.689078730907209
INSM2	-0.455880398859512	-1.1652643738972	0.243911995225885	0.689078730907209
KDM5C	-0.236836899400631	-1.16243971372709	0.245056899510032	0.689222529871965
RIPK4	-0.252801222287062	-1.14639359488478	0.251632331738498	0.690054496488719
ZNF750	-0.26118459871826	-1.14284726326484	0.253102011561046	0.690054496488719
BAZ2B	0.176476091224915	1.14171452361252	0.25357270183836	0.690054496488719
RHOB	0.391939323367369	1.14149167065909	0.253665376211466	0.690054496488719
KLF3	-0.364501171958507	-1.13832326492548	0.254985522814386	0.690054496488719
CTSF	0.378248859651629	1.13784236948483	0.25518630933721	0.690054496488719
KIT	0.199456240997452	1.1358591315321	0.256015524775325	0.690054496488719
ITGA1	0.250653717643362	1.13109706162787	0.258014240918994	0.690054496488719
C5orf42	-0.176123884245643	-1.12989537612179	0.258520312565072	0.690054496488719
EPAS1	0.252684640000584	1.12904818819963	0.258877506168123	0.690054496488719
CHL1	0.168525051543429	1.12854378280536	0.25909033723979	0.690054496488719
GNA11	-0.386239836457522	-1.12808449667849	0.259284235896936	0.690054496488719
KLF5	-0.296866594506152	-1.12735615313876	0.25959192963147	0.690054496488719
WDR5	-0.515674168394065	-1.11633353035881	0.264279394089067	0.697831609489039
CDKN1B	-0.377905001851009	-1.11527418585377	0.26473294391727	0.697831609489039
SUCLA2	-0.411976395268028	-1.1114084892804	0.266392559869128	0.698982274776157
ZFX	-0.290146552110413	-1.09932113423105	0.27162801710787	0.698982274776157
ARID4B	0.224658940857199	1.09912209999599	0.271714811447802	0.698982274776157
SMTN	0.25015545157773	1.09802524408976	0.272193466262545	0.698982274776157
PBRM1	-0.167135050017381	-1.09681962863995	0.272720247903997	0.698982274776157
RANBP2	0.148843516412911	1.09431315013719	0.273817659842066	0.698982274776157
KCNB1	-0.207273119746626	-1.09392329913074	0.273988619213658	0.698982274776157
GRIK4	-0.216344185456449	-1.09294410652878	0.274418341167456	0.698982274776157
ARID2	-0.147112351091186	-1.09126810655714	0.275154927213471	0.698982274776157
CYP11B2	0.221330723095081	1.08122446254398	0.279597278948159	0.703140728707649
LARP1	-0.256242774546833	-1.0802768620276	0.280018910011365	0.703140728707649
MYD88	-0.459387547437078	-1.07349280984183	0.283050062994317	0.703140728707649
MYO9A	-0.17066898956058	-1.06971672660961	0.284746835017787	0.703140728707649
APC	0.122063010224959	1.0668672737223	0.286031774732747	0.703140728707649
KIDINS220	-0.194446136319566	-1.0667461655334	0.286086474236005	0.703140728707649
FBXO7	-0.345264571115696	-1.06637612835072	0.286253648339021	0.703140728707649
AGPAT9	0.36549136463361	1.06627317437102	0.286300172259798	0.703140728707649
ZZZ3	0.257198890996838	1.06508653173049	0.28683677345693	0.703140728707649
AKAP13	-0.160924934449484	-1.06201612734251	0.28822836384753	0.703813446604433
DSG3	0.176058704654941	1.0434324975685	0.296748029002971	0.721819530007227
IKBKE	-0.264198224198984	-1.03908924558276	0.298763232104678	0.72283539906809
HIST1H1E	0.269480414771608	1.03697784697471	0.299746181554522	0.72283539906809
KIAA1024	0.206305202144445	1.03482092390914	0.300752549335763	0.72283539906809
ZKSCAN1	-0.339071315374405	-1.03085928660889	0.302606811290775	0.72283539906809
UBE2A	0.441257401313176	1.03016098115588	0.302934442855709	0.72283539906809
H3F3A	0.441594929243503	1.02778747182311	0.304049810719117	0.72283539906809
ATRX	0.109487667147638	1.01880499065404	0.308295555956983	0.729919983372342
MXRA5	0.116073875323305	1.01513747606257	0.310040299593019	0.729919983372342
NPM1	0.445785656460349	1.01148360336788	0.311785024949926	0.729919983372342
SOX9	-0.211272890909546	-1.01074397831446	0.312138982316359	0.729919983372342
PDYN	0.223774166093388	1.00931654048039	0.312822850016718	0.729919983372342
TREX2	0.480620629905333	1.00282315439017	0.315946194989158	0.732328917923358
TSC22D1	-0.267817583503086	-1.00233856166749	0.316180104246275	0.732328917923358
SAFB	-0.254792565847881	-0.989400093788529	0.322467428673865	0.73935510287151
PHF20L1	-0.210841886908068	-0.988575669689261	0.322870795026539	0.73935510287151
ERCC2	-0.245846657494381	-0.988528024196843	0.322894116610876	0.73935510287151
MUC17	0.0920746587866397	0.986458949577989	0.323907949829423	0.73935510287151
PPP6C	0.286871003165218	0.980928166691865	0.326628166333452	0.742872724873917
PSME4	-0.183341347413219	-0.975394146738329	0.329364785985035	0.744698655814782
NUP210L	-0.160316930904184	-0.974526638846591	0.329795119003689	0.744698655814782
CRIP3	-0.420234846660965	-0.970499406357882	0.331797620673525	0.746544646515432
MTA1	-0.28567460205365	-0.966603683805447	0.333742192340671	0.748247619838515
CENPC	-0.28737975519866	-0.95712794595757	0.338502679777023	0.756229390991221
EIF2S3	0.353704465690624	0.95310861906416	0.340535039556061	0.758081536820914
EIF4G3	0.173874746063135	0.94691162548392	0.343683813469367	0.76239719185106
PPP1R36	-0.285275253994114	-0.942883056737656	0.345740722211892	0.764268964889445
LAMA3	0.127452404767901	0.940104586059657	0.347163916670087	0.764357602078452
TMEM156	0.359653030097397	0.938072112885337	0.348207352057961	0.764357602078452
ZNF626	0.215863327133335	0.935299658711951	0.349633891149168	0.764824136888806
PPM1D	0.283723447557274	0.930062364736998	0.352338795392495	0.768074190648
TAF1	-0.144788077947601	-0.919633077112781	0.357764535439567	0.776986441180184
NUP93	0.260463759060328	0.917475096052104	0.358893737116561	0.776986441180184
NOVA1	0.183233034426806	0.90861533922921	0.36355320678298	0.782486422165985
LMAN1	-0.283845037101111	-0.907924166835818	0.36391828840418	0.782486422165985
RPS6KA3	-0.23736884278225	-0.888662911831287	0.374184269131558	0.801823433853339
ADAMTS2	0.142980228688244	0.885236099233729	0.376029306235052	0.803045637044348
ACVR2A	-0.192448267278131	-0.88208617061224	0.377730210191467	0.803952812231838
TECTB	0.290419710282392	0.873082343890238	0.38261819681355	0.808517342439125
MAP2K1	0.218328052352793	0.868241336173633	0.385262229531224	0.808517342439125
PIKFYVE	-0.147647143330648	-0.86582314009528	0.386587157342529	0.808517342439125
IFT122	-0.185665775392724	-0.861272165454228	0.389088162140852	0.808517342439125
XPOT	0.196916995491139	0.860427096846184	0.389553654374617	0.808517342439125
ERF	-0.267437124094843	-0.857661819594106	0.391079228439497	0.808517342439125
NAA35	-0.301770952699043	-0.855917862684516	0.392043213786294	0.808517342439125
KIF20B	0.169422584501021	0.855353111389136	0.392355693030843	0.808517342439125
QKI	-0.268106542976111	-0.850009158524883	0.395319994402211	0.808517342439125
UTP20	-0.135691322456881	-0.849290075734443	0.395719901755363	0.808517342439125
SALL4	0.150207756292316	0.848941682770974	0.395913743253618	0.808517342439125
PARP14	0.158566074426479	0.846263945782087	0.397405516228395	0.808517342439125
SLC16A4	-0.299902913636574	-0.843683362520526	0.398846367030117	0.808517342439125
AXIN1	0.179027418179001	0.84114461115626	0.400266925777176	0.808517342439125
VPRBP	-0.219499253860815	-0.839508088585527	0.401184252141516	0.808517342439125
FHOD3	-0.145369715685978	-0.837452209802766	0.402338429103362	0.808517342439125
NCAPH	-0.23882537888615	-0.836213891142276	0.403034585031952	0.808517342439125
SLC35B2	-0.292107761170445	-0.836212426146194	0.403035409048219	0.808517342439125
C17orf47	-0.238755744053454	-0.830143888027964	0.406457435811003	0.808517342439125
AFG3L2	-0.312367069186802	-0.829722846055503	0.406695501460525	0.808517342439125
CREB3L4	-0.29215019405902	-0.8226118331016	0.410728767359731	0.808517342439125
NCOR1	-0.114929718149583	-0.82190794206383	0.411129292504343	0.808517342439125
ICAM3	-0.354047520252942	-0.818938280640816	0.412821627845539	0.808517342439125
FAM13B	-0.255115962713363	-0.817410925081416	0.413693634365833	0.808517342439125
DYRK1A	0.181222192273377	0.816556374349843	0.414181994623282	0.808517342439125
RNF111	0.189241765815142	0.815008168865102	0.415067634177399	0.808517342439125
PKD2L2	-0.223245540880322	-0.814700934212894	0.41524351849121	0.808517342439125
SMAP1	-0.306932244550992	-0.813713813356798	0.415808918968693	0.808517342439125
ASAP2	0.179773867004582	0.810510019751937	0.417647108668308	0.809592856803181
ATR	-0.120775914459701	-0.803561109520597	0.421650491015195	0.809932749721907
TSC2	0.142128592209427	0.802368031621012	0.422340099685816	0.809932749721907
AJUBA	-0.225390182695055	-0.801576734249988	0.422797840276062	0.809932749721907
C20orf85	-0.396908618309444	-0.799155271019321	0.424200384217445	0.809932749721907
FLT3	-0.151307007842677	-0.799068854669142	0.42425048794957	0.809932749721907
GOLGA4	0.153853472935559	0.794371795593022	0.426979018645652	0.812679098932813
FGF19	-0.390577470499211	-0.791404344598071	0.428708075516872	0.813512311974786
BCL2L11	-0.27952714615063	-0.786233646377165	0.431730617684054	0.816787655077939
ABCA6	0.13433677807613	0.780117967174964	0.435321441700232	0.821115294224988
TCF19	-0.396829207203288	-0.77073343421947	0.440864950066297	0.823432805287521
FOXN3	-0.246843418677121	-0.76615978612408	0.443581232928501	0.823432805287521
DDX26B	0.175166245603249	0.764643679919128	0.444483751548001	0.823432805287521
CHD4	0.104744625860706	0.763860060226672	0.444950640758433	0.823432805287521
GOLIM4	-0.201583682976289	-0.763571080108774	0.44512288884466	0.823432805287521
CSDE1	-0.185900812603004	-0.758584771564102	0.448100985148757	0.823432805287521
BTBD10	-0.248759902958658	-0.754543365511672	0.450523016103375	0.823432805287521
AMH	0.472778096057218	0.752840339507394	0.451545862741769	0.823432805287521
CHST4	-0.239621451413602	-0.752342128386636	0.45184533919213	0.823432805287521
BMP2K	-0.196790284825518	-0.750974378512642	0.452668075535788	0.823432805287521
BPIFC	-0.188946938087122	-0.750320076670106	0.453061953760558	0.823432805287521
HCFC2	-0.189032554868831	-0.749648680459128	0.45346632355665	0.823432805287521
TCF20	-0.135476793870389	-0.748142467470176	0.454374228913639	0.823432805287521
LTBP4	-0.145276344271886	-0.745748899285976	0.455819114055131	0.823432805287521
GDI2	0.286763045211023	0.745192041369022	0.456155633405309	0.823432805287521
PCBP1	0.225703770175445	0.742252721415825	0.457934231100904	0.824281615981627
CD93	0.143037588050966	0.739712729930634	0.459474322177	0.824697501343334
