Gene	WGD_Estimate	WGD_Zvalue	WGD_Pvalue	WGD_FDR
CTNNB1	-0.359244539351135	-1.93596930855726	0.052871460047774	0.652433816989531
MAP2K4	-0.58816083384288	-1.9231544117408	0.0544606606164181	0.654042961478357
DYRK1A	0.629541940353404	1.91791385477996	0.0551219351651128	0.654042961478357
AKAP7	1.03233591181637	1.90283821227634	0.0570616593784343	0.664283845971584
UBR5	-0.447477426072103	-1.8589888989986	0.0630287119014106	0.686989721226553
FAHD2B	-1.98332609438305	-1.85234918066324	0.0639756977648551	0.686989721226553
ZNF750	-0.809222235020164	-1.83732096665074	0.0661625264554371	0.686989721226553
OR10A4	-1.0680159535483	-1.83543162761473	0.0664417610804659	0.686989721226553
STAT3	-0.722489879155196	-1.82416340490827	0.0681273722489612	0.686989721226553
DDX3X	-0.630728403095032	-1.82213689049381	0.0684342174451584	0.686989721226553
RBM39	-1.01672412026666	-1.8178723812873	0.0690836404870711	0.686989721226553
TSC1	-0.541587019362335	-1.81545976611811	0.0694532835939626	0.686989721226553
CPEB2	-1.0476280837548	-1.81218945555502	0.0699569277812647	0.686989721226553
CHST4	-0.943697326619415	-1.80194523320056	0.0715540225894392	0.686989721226553
RDH5	-1.93886253050912	-1.79740864933941	0.072270768626027	0.686989721226553
CHD3	0.507508149863297	1.79676264261023	0.0723733093674651	0.686989721226553
TCF20	-0.531856303698821	-1.78420064199131	0.0743910680421843	0.689557148583061
CHL1	0.391257014552855	1.76275778640569	0.0779413499105229	0.689557148583061
SELP	0.496725961459966	1.75269850317771	0.0796537727869154	0.689557148583061
SPTA1	0.236328162930236	1.7437529931896	0.0812021704017481	0.689557148583061
DOCK8	-0.509285440067937	-1.73332887782719	0.0830372308430133	0.689557148583061
ASXL1	-0.509314005478009	-1.73125952751783	0.0834054864859317	0.689557148583061
XPO4	-0.664297412185375	-1.73037533164922	0.0835632382736572	0.689557148583061
CLMN	-0.671147606070021	-1.72934688401568	0.0837470302953423	0.689557148583061
FAS	-1.31660344296595	-1.72910201341672	0.0837908388871795	0.689557148583061
LZTR1	-0.569869111279773	-1.72782524464879	0.0840195599715629	0.689557148583061
ARID4B	0.526034913938728	1.72273008421216	0.0849373473133106	0.689557148583061
CMTR2	-0.67424802167845	-1.71650318664664	0.0860699852263427	0.689677673826668
ARHGEF40	-0.612925380512802	-1.70589555749168	0.0880275270525879	0.696320310146753
PTPDC1	0.626725517018355	1.68640176077632	0.0917184425363437	0.698195318550455
MPP7	-0.563602100710218	-1.68372372439672	0.0922350741552549	0.698195318550455
METTL14	-1.00481215871424	-1.6785100150573	0.0932475769888607	0.698195318550455
PIK3R2	-0.880801394397424	-1.67464050538444	0.0940047869345133	0.698195318550455
MAP7D3	-0.695256417180753	-1.66225270495739	0.0964621163752111	0.698195318550455
GPSM2	-0.930153290510943	-1.65812446744513	0.0972923462881378	0.698195318550455
MAPK1	0.662489422771683	1.65455726978376	0.0980143372589021	0.698195318550455
MEN1	-0.653109900968264	-1.6540276619584	0.0981218924011102	0.698195318550455
MSX1	-1.77131642689697	-1.65237496397773	0.098458136010533	0.698195318550455
ASXL2	-0.425177639982081	-1.64501706858392	0.0999662912165947	0.698195318550455
SYNE1	0.20866920202535	1.64141099715286	0.100712128607764	0.698195318550455
COL5A3	-0.360400572398459	-1.63219135949435	0.102639180432205	0.698510161567673
BRAF	-0.260921295014462	-1.62074591517029	0.105072142053312	0.698510161567673
LCP2	0.619973815000783	1.60643787546056	0.1081777345611	0.698510161567673
CCAR1	-0.632528741445297	-1.60296814785323	0.108941686538336	0.698510161567673
CNGA3	0.457897596992941	1.6010417378537	0.109367675066618	0.698510161567673
KLKB1	-0.677133456525312	-1.5941788337105	0.1108959858737	0.698510161567673
KIF20B	0.43845423261932	1.59405445475879	0.110923838790076	0.698510161567673
CCNT1	-0.722328229418191	-1.58890553564849	0.11208172124166	0.698510161567673
KDM6A	-0.374265546988971	-1.58886533031039	0.112090799932152	0.698510161567673
AKT1	-0.577644490184202	-1.58456903082356	0.113064285943957	0.698510161567673
PSME4	-0.542274432818686	-1.58392528287452	0.113210723106592	0.698510161567673
RUNX1	-0.556330435370335	-1.56216004608324	0.11825029024073	0.722380485926043
NES	0.399200897794109	1.54756434173855	0.121727222157416	0.736330353638484
PARP14	0.426769119571403	1.51426896437037	0.1299576366674	0.77848409537656
CBFB	-0.766467175574953	-1.49846551069799	0.13401234691693	0.781928823792195
MECOM	-0.330808028370532	-1.49470446806883	0.134991587695601	0.781928823792195
NCOR2	-0.368965288893057	-1.49359838583743	0.135280621599697	0.781928823792195
HIST1H2AK	0.743964384102073	1.49146354845987	0.13583983451659	0.781928823792195
DOCK2	0.288764447288799	1.48755144369796	0.136869226855036	0.781928823792195
WDR47	-0.636072218898338	-1.48079867229445	0.138660230449696	0.78321132830758
NIPBL	-0.317560921449245	-1.47630423529898	0.139862237682852	0.78321132830758
UBR4	-0.29554120642726	-1.45852540185901	0.144695778698458	0.78321132830758
GNAQ	-0.658565062873004	-1.45822792842546	0.144777728126417	0.78321132830758
EPB41L5	-0.790254822855718	-1.45243809889518	0.146379829246251	0.78321132830758
IGLL5	0.726475740869766	1.45028534825421	0.146978963142434	0.78321132830758
C3	-0.342882854047376	-1.44937644374547	0.147232483445184	0.78321132830758
WRN	0.432063273946003	1.44220709107568	0.149243960755661	0.78321132830758
ESRP1	0.468258203031461	1.44098255993396	0.149589609891582	0.78321132830758
SKIV2L	-0.603711815886469	-1.44028218401502	0.149787579805988	0.78321132830758
LAMA3	-0.304253913168351	-1.43229009715288	0.152060815988456	0.788416163570397
TCERG1	-0.524282277215187	-1.41623898393051	0.156705545574368	0.80270828212794
MAP2K1	0.499194794628938	1.41152351614284	0.158090306630608	0.80270828212794
GLI1	0.39231460654876	1.40798425526814	0.159135732221448	0.80270828212794
PTCH1	-0.435492608675346	-1.40500005446116	0.160021262077369	0.80270828212794
DDX17	-0.588821769381692	-1.40011847877346	0.16147784235696	0.803482489792294
ARHGAP35	0.31891538642648	1.39268055251415	0.163716412011451	0.806681008956596
CEP152	0.419147255241741	1.38580731666878	0.165805747629548	0.806681008956596
BCOR	-0.335009137365609	-1.37969627586235	0.167680180050645	0.806681008956596
RBM26	0.513109689491979	1.3785897760643	0.168021270581122	0.806681008956596
AJUBA	-0.965412124155192	-1.37462543564082	0.169247598748316	0.806681008956596
SPATA22	0.612492914380746	1.37173378213553	0.170146327800849	0.806681008956596
CSDE1	-0.538106050255389	-1.36812603340447	0.171272629130169	0.806681008956596
FUBP1	0.373644441350798	1.35772171390951	0.174552004041938	0.808601690005055
TRMT1	0.541543993239249	1.35380082516776	0.17579993035246	0.808601690005055
RQCD1	0.56006082820275	1.3512069722689	0.176629141759249	0.808601690005055
TSPYL1	-1.47177626220924	-1.35029126236224	0.17692257398814	0.808601690005055
ABCC3	-0.375707164341714	-1.34108717441797	0.179892150934794	0.812457100819628
CHD8	-0.312638973144797	-1.33952533370119	0.180399712823807	0.812457100819628
RRAS2	-2.07837603347645	-1.33229024847221	0.18276483028154	0.816913154546766
PRKDC	-0.261288700841525	-1.32842676832857	0.184037161235009	0.816913154546766
TTPA	0.784862233661241	1.31690254372138	0.187871293744573	0.819277177222433
MTA1	-0.752525769435916	-1.31058033441826	0.18999958683466	0.819277177222433
IARS	0.454595599806732	1.30562692147521	0.19167946059191	0.819277177222433
ALB	-0.380199802037229	-1.30300186703414	0.192574124157674	0.819277177222433
SVIL	-0.344346459266511	-1.30263451898892	0.192699567070849	0.819277177222433
INSM2	-0.904357212290219	-1.30151079795762	0.193083670893231	0.819277177222433
PSIP1	0.447984989266468	1.29923114616642	0.193864615679863	0.819277177222433
TRIM9	0.419829176763203	1.29243755038942	0.196205659706919	0.819826881297799
CLCN2	0.432928546088673	1.27964876064434	0.200668692755224	0.819826881297799
IDH1	0.275633674436753	1.27858269342895	0.20104404759294	0.819826881297799
CAMTA2	0.398800576164003	1.27849451736164	0.201075116692603	0.819826881297799
STAT4	0.384932591771958	1.26999540354498	0.204086267446987	0.819826881297799
POLQ	0.272617397237359	1.26328869385173	0.206485447926892	0.819826881297799
LAMC1	-0.389050002196326	-1.25383727989922	0.209901155884927	0.819826881297799
TSC2	0.32598664297967	1.25219240278366	0.210499763653914	0.819826881297799
ADAMTS2	0.296988406256389	1.24484441398215	0.213188946680179	0.819826881297799
IDH2	0.481944875838647	1.24031486217522	0.214858957373602	0.819826881297799
CUL1	-0.45786869727755	-1.23923623255663	0.21525802608545	0.819826881297799
SF3B1	-0.305427161029173	-1.23889508955105	0.2153843524249	0.819826881297799
DSC2	0.323599353475278	1.23885947909027	0.215397542169738	0.819826881297799
PIK3CB	0.391799514591373	1.2353706967204	0.216692573424998	0.819826881297799
TXLNB	0.466202790885585	1.23436028186562	0.217068682259198	0.819826881297799
NRAS	-0.257031922635365	-1.23306436254672	0.217551752108123	0.819826881297799
MBD6	-0.446731820737425	-1.23079558879192	0.218399325805722	0.819826881297799
PPP6C	0.487130272465886	1.22593603031841	0.220222748710657	0.819826881297799
RP1L1	-0.237916836528753	-1.22175028836101	0.221802072776931	0.819826881297799
NOTCH1	-0.261888420709218	-1.21833757313999	0.223095717388284	0.819826881297799
DSG3	0.271295856363136	1.21204874003158	0.225493723888135	0.819826881297799
UPF3B	0.504371434405974	1.21179610108014	0.225590441167021	0.819826881297799
CR2	-0.299772874058893	-1.20917095958937	0.22659717210684	0.819826881297799
FOXA1	-0.37085675456763	-1.20669073328012	0.227551269150196	0.819826881297799
FRYL	0.284651588757222	1.20315905355415	0.228914776731693	0.819826881297799
LGALS2	-0.992340453381983	-1.2020830383909	0.229331357269767	0.819826881297799
PCBP1	0.483449344539047	1.18973523432939	0.234150472203808	0.819826881297799
ERCC2	-0.440659125341657	-1.18374626980297	0.236513517061684	0.819826881297799
ADAM30	-0.398954327050166	-1.18339034063336	0.236654483725021	0.819826881297799
DHX9	0.336801027124178	1.1817707521859	0.237296675945492	0.819826881297799
TNN	0.242129622984186	1.17893983223002	0.238422135226719	0.819826881297799
ATP10D	0.283831675983426	1.17825934252444	0.238693231187064	0.819826881297799
PZP	0.285922633527343	1.178170386041	0.238728686063953	0.819826881297799
TAS2R9	-0.79594676078979	-1.17111875566737	0.241551045879598	0.819826881297799
MAP3K1	-0.255443699770338	-1.16658119746048	0.243379540204919	0.819826881297799
EPHA2	-0.329070054702348	-1.16619237022	0.243536676683484	0.819826881297799
CD93	0.367436424019989	1.16337948367232	0.244675569793294	0.819826881297799
MYH1	-0.215322780041695	-1.15386803813963	0.248554274636911	0.819826881297799
TTC3	0.30502641659254	1.15277792228676	0.249001548453417	0.819826881297799
CDKN2C	-1.23782073145685	-1.15133735107953	0.24959347660511	0.819826881297799
OR51E2	0.407275472413599	1.14866215204651	0.250695318039759	0.819826881297799
CDK12	0.286738023997298	1.1470795905521	0.251348728118552	0.819826881297799
ARIH2OS	-0.694227104299542	-1.13439233067749	0.256630014667091	0.819826881297799
ACVR2A	-0.414995305338554	-1.12892185254392	0.258930801426096	0.819826881297799
NR3C1	0.465487613786994	1.12585210229178	0.26022812618003	0.819826881297799
AK5	-0.514335335844255	-1.12233516616906	0.261719959418145	0.819826881297799
CDH1	-0.209211017010651	-1.11486883294706	0.264906634329734	0.819826881297799
STAG1	-0.319999992991353	-1.11318816361719	0.265627625097126	0.819826881297799
ZFP36L2	0.389169688085625	1.10797476904569	0.267872712623798	0.819826881297799
PIGO	-0.445542251953799	-1.10305523093523	0.270003180913536	0.819826881297799
NAA35	-0.739625776481306	-1.10186599975825	0.270519931980543	0.819826881297799
ZEB2	0.264157842444127	1.09256397550018	0.274585286925387	0.819826881297799
USP34	0.233258273234702	1.09004604419102	0.275692862036295	0.819826881297799
PRRC2A	-0.290546176557872	-1.08933190936764	0.276007546171717	0.819826881297799
TECTB	0.54576413744827	1.08555585679098	0.277675538706653	0.819826881297799
MYCN	-0.557701549844723	-1.08316309400799	0.278736037786987	0.819826881297799
TTBK2	-0.405109124084536	-1.07299854377823	0.283271769502055	0.819826881297799
BTBD10	-0.511619171949699	-1.07258774072938	0.283456127587909	0.819826881297799
RET	-0.321842011242671	-1.07172256633378	0.283844661872844	0.819826881297799
MET	-0.28865436339744	-1.06690575077746	0.286014397735644	0.819826881297799
PKD2L2	0.397008891146888	1.06661188027857	0.2861471335312	0.819826881297799
SOX17	-0.465537950823797	-1.06509259612425	0.286834029405817	0.819826881297799
APPL1	0.516633489062122	1.06202626959558	0.288223759622789	0.819826881297799
ZNF124	-0.75365507376586	-1.06141771714392	0.288500108733618	0.819826881297799
SMAD2	-0.474590826038536	-1.06010028978691	0.28909897599105	0.819826881297799
AMPD1	-0.314932263437198	-1.05944547892632	0.289396946881244	0.819826881297799
PPP1R36	0.421991796696885	1.05731631898977	0.290367247938195	0.819826881297799
TCF19	-0.874333193494065	-1.05372417808343	0.292009216046994	0.819826881297799
ELF3	-0.326211844464802	-1.05246322913286	0.292587072410726	0.819826881297799
C6orf89	0.578027082695835	1.04943814913483	0.293976507909224	0.819826881297799
GATA3	0.19732325791132	1.04871338162054	0.29431005351411	0.819826881297799
APC	0.184925175120351	1.04825032222017	0.294523291083141	0.819826881297799
CPED1	0.276185785802004	1.04749612822938	0.294870816956777	0.819826881297799
ZCRB1	-0.870854150624017	-1.04365772824167	0.296643773928305	0.819826881297799
FOXN3	-0.634451184795591	-1.03789227070765	0.299320212387331	0.819826881297799
RB1	0.217754465434711	1.03468721260091	0.300815009795743	0.819826881297799
SLX4	-0.292050127383782	-1.03447476404191	0.300914268500448	0.819826881297799
LARP1	-0.376430363948125	-1.03321360541111	0.301503947239455	0.819826881297799
COL11A1	0.171271199331632	1.03320076055019	0.301509957054114	0.819826881297799
KLF3	-0.535325566773764	-1.02711821171514	0.304364804143325	0.819826881297799
HPS3	-0.444972629252037	-1.02643782125433	0.304685258207727	0.819826881297799
TMEM63A	-0.620875002211189	-1.02552193599375	0.305116980434981	0.819826881297799
ZFP37	-0.47579624283161	-1.02410788482634	0.305784320583244	0.819826881297799
MPP6	-0.458574395410663	-1.0193038134747	0.308058754116699	0.819826881297799
MAP3K4	-0.26446210891406	-1.01867559249754	0.308357003686814	0.819826881297799
DDX26B	0.36368545623104	1.01568816185552	0.309777907099652	0.819826881297799
FAM133A	-0.665127433167523	-1.00688434658218	0.313990355127447	0.819826881297799
SCAF4	-0.297834943338578	-1.00324355379976	0.315743363419749	0.819826881297799
SMAP1	-0.62819306338419	-0.999948293735914	0.317335531314198	0.819826881297799
TRRAP	0.189568153019767	0.996484700603014	0.319014697052789	0.819826881297799
BCORL1	-0.270464004696345	-0.994346204665453	0.320054348419832	0.819826881297799
SUGP2	-0.393402667542737	-0.994171725012371	0.320139271111798	0.819826881297799
SMTN	0.329903466229003	0.993073743622935	0.320674018385699	0.819826881297799
HLA-B	-0.360961182322001	-0.984721462421476	0.324760907397704	0.819826881297799
ZMPSTE24	0.455490654804378	0.974818276125955	0.329650409793241	0.819826881297799
CARD10	0.368483165684105	0.972463956271724	0.330819787812839	0.819826881297799
CD4	-0.479178673120705	-0.9693708546434	0.332360188657171	0.819826881297799
RFX7	-0.322385201258118	-0.968935668143331	0.332577287837176	0.819826881297799
ZBTB45	0.431323682019857	0.965113482584869	0.334487974597721	0.819826881297799
IQSEC2	0.294750938262401	0.964690243879109	0.33469998326985	0.819826881297799
GDI2	0.545045933532439	0.961606569051545	0.336247270469629	0.819826881297799
PIKFYVE	-0.275111147949092	-0.959092531443111	0.337512132522617	0.819826881297799
BRCA1	-0.276648602408678	-0.9583253633314	0.337898718069419	0.819826881297799
CASP8	-0.274722002093494	-0.958273914843303	0.337924653775286	0.819826881297799
RIPK4	-0.317618671690245	-0.957736267059925	0.338195763990729	0.819826881297799
STAG2	-0.227723341757123	-0.956820063522536	0.338658083598649	0.819826881297799
SUCLA2	-0.658664981006866	-0.954888544463172	0.339634063465925	0.819826881297799
C5orf42	-0.222483166546115	-0.95183591622904	0.34118020388985	0.819826881297799
NUP210L	-0.244872994947526	-0.95127807285606	0.341463234914279	0.819826881297799
SLC9C1	-0.259772450064341	-0.950183559684552	0.342018990748779	0.819826881297799
CYB5R2	0.629250746901868	0.947745290909649	0.343259138034625	0.819826881297799
BAZ2B	0.215729636976047	0.947425515509948	0.3434219943762	0.819826881297799
AFMID	-0.753367032561	-0.946014348513671	0.344141267838136	0.819826881297799
LTBP4	-0.28498836029529	-0.940029269500522	0.347202547310414	0.823938352655867
PRKCI	0.41207191244245	0.937340572122553	0.348583399381563	0.824045813863695
WNK4	-0.356235567650725	-0.918821018874603	0.358189196573812	0.838968409158542
AKAP13	-0.229335307649174	-0.918152753303033	0.358538899922967	0.838968409158542
PAX6	0.370390472903805	0.917319698929791	0.35897513779231	0.838968409158542
RPS6KA3	-0.365138115757213	-0.912058203199876	0.361738079272665	0.840730594316692
PPM1D	0.395960766414997	0.906688162112973	0.364571725229516	0.840730594316692
DOCK3	0.195942029760882	0.906621392401353	0.364607045137256	0.840730594316692
CREB3L4	-0.529527371332469	-0.905539625013128	0.365179577434155	0.840730594316692
VHL	0.249633063854002	0.900112580166835	0.368060341885089	0.842166746496942
AMER1	-0.250426338728603	-0.894191087075404	0.371219660210392	0.842166746496942
IDE	0.346956877144316	0.887897923937112	0.374595661571613	0.842166746496942
ZMYND8	0.280742951063559	0.885287548390129	0.376001563931156	0.842166746496942
ASAP2	0.293409507783037	0.882413193870309	0.377553403377602	0.842166746496942
PPP2R5A	0.45311009319384	0.881504038296608	0.378045069251248	0.842166746496942
TPR	0.225984507334268	0.879704382849271	0.379019474454241	0.842166746496942
NKAP	-0.471968471165752	-0.878332296429306	0.379763414020529	0.842166746496942
CYSLTR2	0.418423212524675	0.867438448375754	0.385701823093064	0.842166746496942
SPTAN1	-0.199279152596393	-0.861836989836558	0.38877722668478	0.842166746496942
UBE2A	0.551156277465277	0.855786329180585	0.392115978333236	0.842166746496942
PRRG1	-0.565347331477305	-0.855274080866642	0.392399432991333	0.842166746496942
KEAP1	-0.215277343441045	-0.855063771364651	0.392515844565581	0.842166746496942
TSC22D1	-0.365968400731264	-0.854382488073984	0.392893095675481	0.842166746496942
AHR	0.299251815288262	0.852528830164325	0.39392064458093	0.842166746496942
TREX2	0.648437238642979	0.851407889492788	0.394542810673539	0.842166746496942
CDC7	0.396305903366381	0.850877649547239	0.394837321648442	0.842166746496942
CNBD1	0.269205724411639	0.850247599823258	0.395187442714169	0.842166746496942
METAP1	0.547327611324654	0.849148452705166	0.395798692124626	0.842166746496942
TCF12	0.28470998309901	0.848928206049737	0.395921242685148	0.842166746496942
RNF111	0.318258253237433	0.845667926786215	0.397738020264704	0.842166746496942
CCDC50	0.420632988007965	0.845238790465503	0.397977528448525	0.842166746496942
KRT16	0.323045273790705	0.84445202290828	0.398416862302387	0.842166746496942
IRF2	-0.333286631785239	-0.84419240808347	0.398561896235182	0.842166746496942
CEP76	-0.464945805160224	-0.841594570937874	0.40001492921252	0.842352257078924
PHF14	0.325178472764829	0.837430431111111	0.402350666379438	0.844388983524195
IL6ST	-0.302150488027497	-0.827771666342406	0.407799823669326	0.847680787243795
DNAJC7	0.433007035154533	0.827607530431851	0.407892802181901	0.847680787243795
CDKN1B	-0.432686262401669	-0.827346256552632	0.408040832757548	0.847680787243795
FAT1	-0.139054185979555	-0.815167489914704	0.414976444116616	0.856531791191317
B4GALNT4	0.296482857273484	0.812682310716546	0.416400225755433	0.856531791191317
SLC16A7	0.421075312936567	0.812075659383197	0.416748218994232	0.856531791191317
ZNF609	-0.278109967243481	-0.810149522051256	0.417854244973398	0.856531791191317
MYD88	-0.426506925712734	-0.80543086813356	0.420571084856874	0.859246223035402
PCDHGA8	-0.245107786705287	-0.802641535107493	0.422181954097782	0.859690645803074
MCCC1	0.300168626165159	0.800166256714583	0.423614477241304	0.85977017255883
KRT222	0.325414783946154	0.794772818561117	0.42674566507546	0.86328549295593
POLR2B	0.27388386519665	0.788797785267015	0.430230204166072	0.867490313628975
SMC1A	-0.250589482784531	-0.785158715148285	0.4323605178563	0.868946057059731
HTRA2	-0.644413262570109	-0.779904961336192	0.435446817958446	0.872307424286888
NAV1	0.217888023153421	0.772694805101933	0.439703021827531	0.874613070875828
DST	-0.131998493225059	-0.769718125385404	0.44146711589429	0.874613070875828
PAX2	0.355097386703177	0.763013032671476	0.445455623463593	0.874613070875828
TG	0.144820959195294	0.762430386020964	0.445803176526644	0.874613070875828
ATM	0.121740275535307	0.762239227036972	0.445917237929716	0.874613070875828
AKR1B10	0.370069957610857	0.758485131442064	0.448160610803254	0.874613070875828
ZFX	-0.272925856002632	-0.757706236490968	0.44862686468174	0.874613070875828
RANBP2	0.1555882561695	0.756952773927191	0.449078156411484	0.874613070875828
HIST1H1E	0.281301215836529	0.756489942960914	0.449355499947549	0.874613070875828
FOXA2	0.331778455067181	0.754114443241114	0.450780505440768	0.874627584455829
PIM1	-0.474306645187505	-0.749655936422843	0.453461952332623	0.875087440772458
DAZAP1	0.27814375652998	0.744539739334841	0.456550008999292	0.875087440772458
BRD1	-0.270781027942662	-0.742855469497802	0.457569188273095	0.875087440772458
IFT122	-0.237090039747359	-0.740228165995866	0.459161559781826	0.875087440772458
HMCN1	0.102004193065452	0.738883933456113	0.459977479172926	0.875087440772458
TMEM200C	-0.402860724415929	-0.735104749132505	0.462275702240173	0.875087440772458
GOLM1	-0.507912195417258	-0.734529804409055	0.462625902208337	0.875087440772458
ADAMTSL4	-0.257622986772932	-0.733435607896245	0.463292788072133	0.875087440772458
ARFGAP1	-0.451270056759512	-0.73085023690312	0.464870634511197	0.875087440772458
MKI67	-0.150524422539873	-0.730310429233526	0.465200454738033	0.875087440772458
FLT3	-0.208009831171657	-0.712933101095983	0.475887155053944	0.892469223915754
SOS1	0.193093710147544	0.708962155852859	0.478347961746695	0.894365734538518
TNFRSF25	0.466397610105486	0.69391469256071	0.487735708934267	0.899492411556726
ERBB3	-0.169868370822681	-0.692250373167831	0.488780109558479	0.899492411556726
DLD	-0.401756203549332	-0.688137629740339	0.491366115828436	0.899492411556726
KLHL6	-0.243308316429287	-0.679402182209425	0.49688306757943	0.899492411556726
KCNB1	-0.182973718057869	-0.679103635646861	0.49707219903348	0.899492411556726
BRWD3	0.156719866668406	0.677424944000062	0.4981363763936	0.899492411556726
NSD1	-0.158653338969176	-0.677324768877498	0.498199918970215	0.899492411556726
VEPH1	0.264174259940783	0.674929217276565	0.499720736714807	0.899492411556726
PDGFRA	-0.171909479926147	-0.673971767071144	0.5003292633043	0.899492411556726
KIF1B	0.177841744795592	0.673294544849923	0.500759922602297	0.899492411556726
GPR160	0.479255321773224	0.67246130732534	0.501290064671058	0.899492411556726
ATRX	0.129414093329088	0.671853543462323	0.501676937975217	0.899492411556726
TAS2R3	0.464473342308418	0.67076881972497	0.502367813647166	0.899492411556726
PHF20L1	-0.235914984063336	-0.670076897448931	0.502808771307781	0.899492411556726
EIF4G3	0.196708827218156	0.668908995462272	0.503553531634601	0.899492411556726
ATP8B1	0.229108609081793	0.667558403053696	0.504415517663901	0.899492411556726
FBXW7	-0.141496265163927	-0.66057801186055	0.508882973937832	0.900034258789855
AKR1B15	0.294643504043009	0.658284278772533	0.510355478103446	0.900034258789855
NRD1	0.228492005313256	0.657380712105344	0.510936150494526	0.900034258789855
CWH43	0.176554306234443	0.656856567328906	0.511273147526998	0.900034258789855
KLHL7	-0.325207615659938	-0.652177144494674	0.514286902331796	0.900034258789855
ARID2	-0.12562345786581	-0.650786148740981	0.515184542758332	0.900034258789855
BCL2L11	-0.388508392137038	-0.649688242744425	0.515893619966636	0.900034258789855
VPRBP	-0.262259491745588	-0.64383029133483	0.519685488804179	0.900034258789855
ZKSCAN1	-0.344077856383938	-0.642782090488821	0.52036550572836	0.900034258789855
